Accuracy,Time,Condition
0.956,3200,HFS
0.946,3200,HFS
0.901,3200,HFS
0.973,3200,HFS
0.953,3200,HFS
0.967,3200,HFS
0.839,3200,HFS
0.979,3200,HFS
0.917,3200,HFS
0.964,3200,HFS
0.909,3200,HFS
0.937,3200,HFS
0.976,3200,HFS
0.956,3200,HFS
0.97,3200,HFS
0.939,3200,HFS
0.964,3200,HFS
0.81,3200,HFS
0.999,3200,HFS
0.906,3200,HFS
0.939,3200,HFS
0.974,3200,HFS
0.877,3200,HFS
0.957,3200,HFS
0.958,3200,HFS
0.98,3200,HFS
0.98,3200,HFS
0.942,3200,HFS
1.0,3200,HFS
0.983,3200,HFS
0.967,3200,HFS
0.853,3200,HFS
0.925,3200,HFS
0.964,3200,HFS
0.944,3200,HFS
1.0,3200,HFS
0.923,3200,HFS
0.858,3200,HFS
0.936,3200,HFS
0.98,3200,HFS
0.897,3200,HFS
0.966,3200,HFS
0.948,3200,HFS
0.952,3200,HFS
0.916,3200,HFS
0.913,3200,HFS
0.998,3200,HFS
0.935,3200,HFS
0.992,3200,HFS
0.974,3200,HFS
0.975,3200,HFS
0.958,3200,HFS
0.945,3200,HFS
0.973,3200,HFS
0.873,3200,HFS
0.886,3200,HFS
0.94,3200,HFS
0.965,3200,HFS
0.924,3200,HFS
0.945,3200,HFS
0.931,3200,HFS
0.858,3200,HFS
0.967,3200,HFS
0.875,3200,HFS
0.946,3200,HFS
0.98,3200,HFS
0.923,3200,HFS
0.936,3200,HFS
0.935,3200,HFS
0.961,3200,HFS
0.944,3200,HFS
0.992,3200,HFS
0.988,3200,HFS
0.962,3200,HFS
0.981,3200,HFS
0.981,3200,HFS
0.951,3200,HFS
0.852,3200,HFS
0.979,3200,HFS
0.957,3200,HFS
0.923,3200,HFS
0.937,3200,HFS
0.99,3200,HFS
1.0,3200,HFS
0.896,3200,HFS
0.934,3200,HFS
0.954,3200,HFS
0.973,3200,HFS
0.932,3200,HFS
0.967,3200,HFS
0.939,3200,HFS
0.9,3200,HFS
0.909,3200,HFS
0.97,3200,HFS
0.956,3200,HFS
0.92,3200,HFS
0.97,3200,HFS
0.984,3200,HFS
0.971,3200,HFS
0.983,3200,HFS
0.988,3200,HFS
0.875,3200,HFS
0.928,3200,HFS
0.95,3200,HFS
0.974,3200,HFS
0.948,3200,HFS
0.948,3200,HFS
0.97,3200,HFS
0.953,3200,HFS
1.0,3200,HFS
0.947,3200,HFS
0.94,3200,HFS
0.973,3200,HFS
0.718,3200,HFS
0.95,3200,HFS
0.966,3200,HFS
0.957,3200,HFS
0.967,3200,HFS
0.948,3200,HFS
0.963,3200,HFS
0.916,3200,HFS
0.947,3200,HFS
0.953,3200,HFS
0.966,3200,HFS
0.977,3200,HFS
0.858,3200,HFS
0.947,3200,HFS
0.967,3200,HFS
0.928,3200,HFS
0.951,3200,HFS
0.97,3200,HFS
0.969,3200,HFS
0.986,3200,HFS
0.97,3200,HFS
0.953,3200,HFS
0.968,3200,HFS
0.953,3200,HFS
0.942,3200,HFS
0.934,3200,HFS
0.972,3200,HFS
1.0,3200,HFS
0.898,3200,HFS
0.938,3200,HFS
0.954,3200,HFS
0.937,3200,HFS
0.906,3200,HFS
0.958,3200,HFS
0.901,3200,HFS
0.886,3200,HFS
0.898,3200,HFS
0.93,3200,HFS
0.958,3200,HFS
0.974,3200,HFS
0.984,3200,HFS
1.0,3200,HFS
0.969,3200,HFS
0.947,3200,HFS
0.877,3200,HFS
0.967,3200,HFS
0.858,3200,HFS
0.971,3200,HFS
0.853,3200,HFS
0.999,3200,HFS
0.965,3200,HFS
0.962,3200,HFS
0.947,3200,HFS
0.939,3200,HFS
0.921,3200,HFS
0.925,3200,HFS
0.896,3200,HFS
0.938,3200,HFS
0.981,3200,HFS
0.926,3200,HFS
1.0,3200,HFS
0.911,3200,HFS
0.936,3200,HFS
0.942,3200,HFS
0.909,3200,HFS
0.947,3200,HFS
0.914,3200,HFS
0.972,3200,HFS
0.962,3200,HFS
0.901,3200,HFS
0.969,3200,HFS
0.907,3200,HFS
0.95,3200,HFS
0.957,3200,HFS
0.924,3200,HFS
0.992,3200,HFS
0.992,3200,HFS
0.856,3200,HFS
0.967,3200,HFS
0.947,3200,HFS
0.992,3200,HFS
0.97,3200,HFS
0.961,3200,HFS
0.948,3200,HFS
0.941,3200,HFS
0.959,3200,HFS
0.958,3200,HFS
0.938,3200,HFS
0.971,3200,HFS
0.959,3200,HFS
0.97,3200,HFS
0.948,3200,HFS
0.898,3200,HFS
0.9,3200,HFS
0.957,3200,HFS
0.965,3200,HFS
0.967,3200,HFS
0.967,3200,HFS
0.93,3200,HFS
0.97,3200,HFS
0.942,3200,HFS
0.965,3200,HFS
0.942,3200,HFS
0.916,3200,HFS
0.938,3200,HFS
0.947,3200,HFS
0.945,3200,HFS
0.911,3200,HFS
1.0,3200,HFS
0.919,3200,HFS
0.9,3200,HFS
0.977,3200,HFS
0.964,3200,HFS
0.992,3200,HFS
1.0,3200,HFS
0.858,3200,HFS
0.945,3200,HFS
0.971,3200,HFS
0.958,3200,HFS
0.928,3200,HFS
0.97,3200,HFS
0.906,3200,HFS
0.909,3200,HFS
0.982,3200,HFS
1.0,3200,HFS
0.906,3200,HFS
0.939,3200,HFS
0.908,3200,HFS
0.928,3200,HFS
0.965,3200,HFS
0.935,3200,HFS
0.939,3200,HFS
0.958,3200,HFS
0.905,3200,HFS
0.945,3200,HFS
0.947,3200,HFS
0.945,3200,HFS
0.988,3200,HFS
0.941,3200,HFS
0.938,3200,HFS
0.957,3200,HFS
0.97,3200,HFS
0.897,3200,HFS
0.959,3200,HFS
0.921,3200,HFS
0.917,3200,HFS
0.959,3200,HFS
0.936,3200,HFS
0.875,3200,HFS
0.864,3200,HFS
0.655,3200,HFS
0.911,3200,HFS
0.928,3200,HFS
0.937,3200,HFS
0.958,3200,HFS
0.964,3200,HFS
0.939,3200,HFS
0.95,3200,HFS
0.9,3200,HFS
0.968,3200,HFS
0.879,3200,HFS
0.963,3200,HFS
0.9,3200,HFS
0.951,3200,HFS
0.988,3200,HFS
0.96,3200,HFS
0.916,3200,HFS
0.963,3200,HFS
1.0,3200,HFS
0.932,3200,HFS
0.914,3200,HFS
0.951,3200,HFS
0.96,3200,HFS
0.988,3200,HFS
0.9,3200,HFS
0.852,3200,HFS
0.947,3200,HFS
0.911,3200,HFS
0.901,3200,HFS
0.937,3200,HFS
0.973,3200,HFS
0.961,3200,HFS
0.875,3200,HFS
0.972,3200,HFS
0.988,3200,HFS
0.938,3200,HFS
0.961,3200,HFS
0.992,3200,HFS
0.98,3200,HFS
0.971,3200,HFS
0.946,3200,HFS
0.946,3200,HFS
0.945,3200,HFS
0.956,3200,HFS
0.914,3200,HFS
1.0,3200,HFS
0.928,3200,HFS
0.979,3200,HFS
0.99,3200,HFS
0.934,3200,HFS
0.956,3200,HFS
0.992,3200,HFS
0.927,3200,HFS
0.953,3200,HFS
0.923,3200,HFS
0.944,3200,HFS
0.97,3200,HFS
0.911,3200,HFS
0.946,3200,HFS
0.963,3200,HFS
0.951,3200,HFS
0.988,3200,HFS
0.935,3200,HFS
0.907,3200,HFS
0.907,3200,HFS
0.925,3200,HFS
0.921,3200,HFS
0.965,3200,HFS
0.974,3200,HFS
0.946,3200,HFS
0.962,3200,HFS
0.875,3200,HFS
0.939,3200,HFS
0.948,3200,HFS
1.0,3200,HFS
0.936,3200,HFS
0.942,3200,HFS
0.998,3200,HFS
0.896,3200,HFS
0.963,3200,HFS
0.976,3200,HFS
0.974,3200,HFS
0.946,3200,HFS
0.775,3200,HFS
0.972,3200,HFS
0.963,3200,HFS
0.972,3200,HFS
0.97,3200,HFS
0.858,3200,HFS
0.928,3200,HFS
0.957,3200,HFS
0.992,3200,HFS
0.971,3200,HFS
0.946,3200,HFS
0.946,3200,HFS
0.852,3200,HFS
0.946,3200,HFS
1.0,3200,HFS
0.962,3200,HFS
0.999,3200,HFS
0.96,3200,HFS
0.946,3200,HFS
0.98,3200,HFS
0.974,3200,HFS
0.946,3200,HFS
0.988,3200,HFS
0.992,3200,HFS
0.896,3200,HFS
0.967,3200,HFS
1.0,3200,HFS
0.858,3200,HFS
0.907,3200,HFS
0.964,3200,HFS
0.97,3200,HFS
0.925,3200,HFS
0.929,3200,HFS
0.922,3200,HFS
0.965,3200,HFS
0.958,3200,HFS
0.9,3200,HFS
0.982,3200,HFS
0.951,3200,HFS
0.992,3200,HFS
0.967,3200,HFS
0.823,3200,HFS
0.864,3200,HFS
0.875,3200,HFS
0.96,3200,HFS
0.967,3200,HFS
0.946,3200,HFS
0.987,3200,HFS
0.945,3200,HFS
0.927,3200,HFS
0.952,3200,HFS
0.986,3200,HFS
0.909,3200,HFS
0.966,3200,HFS
0.956,3200,HFS
0.984,3200,HFS
0.986,3200,HFS
0.963,3200,HFS
0.942,3200,HFS
0.998,3200,HFS
0.962,3200,HFS
0.911,3200,HFS
0.945,3200,HFS
0.952,3200,HFS
0.95,3200,HFS
0.99,3200,HFS
0.959,3200,HFS
0.923,3200,HFS
0.987,3200,HFS
0.98,3200,HFS
0.961,3200,HFS
1.0,3200,HFS
0.979,3200,HFS
0.95,3200,HFS
0.987,3200,HFS
0.957,3200,HFS
0.992,3200,HFS
0.936,3200,HFS
0.92,3200,HFS
0.99,3200,HFS
0.999,3200,HFS
0.959,3200,HFS
0.94,3200,HFS
0.978,3200,HFS
0.874,3200,HFS
0.931,3200,HFS
0.932,3200,HFS
0.958,3200,HFS
0.953,3200,HFS
0.932,3200,HFS
0.939,3200,HFS
0.94,3200,HFS
0.946,3200,HFS
0.976,3200,HFS
0.964,3200,HFS
0.896,3200,HFS
0.856,3200,HFS
0.938,3200,HFS
0.965,3200,HFS
0.928,3200,HFS
0.94,3200,HFS
0.986,3200,HFS
0.952,3200,HFS
0.9,3200,HFS
0.877,3200,HFS
0.926,3200,HFS
0.925,3200,HFS
1.0,3200,HFS
0.975,3200,HFS
0.941,3200,HFS
0.967,3200,HFS
0.932,3200,HFS
0.959,3200,HFS
0.942,3200,HFS
0.96,3200,HFS
0.875,3200,HFS
0.957,3200,HFS
0.907,3200,HFS
0.906,3200,HFS
0.958,3200,HFS
0.95,3200,HFS
0.947,3200,HFS
0.944,3200,HFS
0.855,3200,HFS
0.954,3200,HFS
0.963,3200,HFS
0.957,3200,HFS
0.998,3200,HFS
0.913,3200,HFS
0.958,3200,HFS
0.839,3200,HFS
0.983,3200,HFS
0.906,3200,HFS
0.947,3200,HFS
0.986,3200,HFS
0.938,3200,HFS
0.936,3200,HFS
0.973,3200,HFS
0.945,3200,HFS
0.896,3200,HFS
0.998,3200,HFS
0.906,3200,HFS
0.906,3200,HFS
0.923,3200,HFS
0.896,3200,HFS
0.958,3200,HFS
0.942,3200,HFS
0.969,3200,HFS
0.966,3200,HFS
0.97,3200,HFS
0.945,3200,HFS
0.959,3200,HFS
0.956,3200,HFS
0.951,3200,HFS
0.854,3200,HFS
0.946,3200,HFS
0.924,3200,HFS
0.962,3200,HFS
0.758,3200,HFS
0.998,3200,HFS
0.906,3200,HFS
0.992,3200,HFS
0.963,3200,HFS
0.911,3200,HFS
0.9,3200,HFS
0.935,3200,HFS
0.952,3200,HFS
0.775,3200,HFS
0.905,3200,HFS
0.966,3200,HFS
0.971,3200,HFS
1.0,3200,HFS
0.951,3200,HFS
0.974,3200,HFS
0.935,3200,HFS
0.93,3200,HFS
0.963,3200,HFS
0.942,3200,HFS
0.935,3200,HFS
0.979,3200,HFS
0.961,3200,HFS
0.979,3200,HFS
0.945,3200,HFS
0.925,3200,HFS
0.948,3200,HFS
0.889,3200,HFS
0.936,3200,HFS
0.914,3200,HFS
0.959,3200,HFS
0.981,3200,HFS
0.992,3200,HFS
0.959,3200,HFS
0.957,3200,HFS
0.894,3200,HFS
0.839,3200,HFS
0.971,3200,HFS
0.942,3200,HFS
0.964,3200,HFS
0.971,3200,HFS
0.921,3200,HFS
0.898,3200,HFS
0.858,3200,HFS
0.937,3200,HFS
1.0,3200,HFS
0.952,3200,HFS
0.95,3200,HFS
0.924,3200,HFS
0.956,3200,HFS
0.946,3200,HFS
0.911,3200,HFS
0.921,3200,HFS
1.0,3200,HFS
0.945,3200,HFS
0.932,3200,HFS
0.947,3200,HFS
0.856,3200,HFS
0.963,3200,HFS
0.948,3200,HFS
0.947,3200,HFS
0.968,3200,HFS
0.97,3200,HFS
0.935,3200,HFS
0.953,3200,HFS
0.906,3200,HFS
0.97,3200,HFS
0.988,3200,HFS
0.924,3200,HFS
0.956,3200,HFS
0.96,3200,HFS
0.911,3200,HFS
1.0,3200,HFS
0.961,3200,HFS
1.0,3200,HFS
0.928,3200,HFS
0.906,3200,HFS
0.855,3200,HFS
0.906,3200,HFS
0.914,3200,HFS
0.963,3200,HFS
0.926,3200,HFS
0.923,3200,HFS
0.964,3200,HFS
0.856,3200,HFS
0.947,3200,HFS
0.951,3200,HFS
0.959,3200,HFS
0.924,3200,HFS
0.924,3200,HFS
0.958,3200,HFS
0.964,3200,HFS
0.924,3200,HFS
0.984,3200,HFS
0.958,3200,HFS
0.941,3200,HFS
0.856,3200,HFS
0.972,3200,HFS
0.958,3200,HFS
0.938,3200,HFS
0.924,3200,HFS
0.889,3200,HFS
1.0,3200,HFS
0.977,3200,HFS
0.959,3200,HFS
0.935,3200,HFS
0.948,3200,HFS
0.947,3200,HFS
0.915,3200,HFS
0.932,3200,HFS
0.971,3200,HFS
0.924,3200,HFS
0.963,3200,HFS
0.963,3200,HFS
0.839,3200,HFS
0.95,3200,HFS
0.931,3200,HFS
0.925,3200,HFS
0.823,3200,HFS
0.896,3200,HFS
0.911,3200,HFS
0.855,3200,HFS
0.936,3200,HFS
1.0,3200,HFS
0.911,3200,HFS
0.928,3200,HFS
0.897,3200,HFS
0.939,3200,HFS
0.873,3200,HFS
0.954,3200,HFS
0.928,3200,HFS
0.981,3200,HFS
0.974,3200,HFS
0.873,3200,HFS
0.953,3200,HFS
0.923,3200,HFS
0.992,3200,HFS
1.0,3200,HFS
0.937,3200,HFS
0.979,3200,HFS
0.947,3200,HFS
0.977,3200,HFS
0.988,3200,HFS
0.979,3200,HFS
0.956,3200,HFS
0.925,3200,HFS
0.907,3200,HFS
0.992,3200,HFS
0.947,3200,HFS
0.856,3200,HFS
0.906,3200,HFS
0.906,3200,HFS
0.923,3200,HFS
0.854,3200,HFS
0.981,3200,HFS
0.858,3200,HFS
0.959,3200,HFS
0.931,3200,HFS
0.94,3200,HFS
0.96,3200,HFS
0.977,3200,HFS
0.974,3200,HFS
0.919,3200,HFS
0.947,3200,HFS
0.946,3200,HFS
0.94,3200,HFS
0.95,3200,HFS
0.911,3200,HFS
0.98,3200,HFS
0.947,3200,HFS
0.967,3200,HFS
0.932,3200,HFS
0.956,3200,HFS
0.916,3200,HFS
0.965,3200,HFS
0.839,3200,HFS
0.951,3200,HFS
0.959,3200,HFS
0.961,3200,HFS
0.963,3200,HFS
0.875,3200,HFS
0.907,3200,HFS
1.0,3200,HFS
0.932,3200,HFS
0.98,3200,HFS
0.952,3200,HFS
0.864,3200,HFS
0.896,3200,HFS
0.946,3200,HFS
0.948,3200,HFS
0.954,3200,HFS
0.973,3200,HFS
0.946,3200,HFS
0.9,3200,HFS
0.951,3200,HFS
0.981,3200,HFS
0.946,3200,HFS
0.937,3200,HFS
0.952,3200,HFS
0.91,3200,HFS
0.952,3200,HFS
0.998,3200,HFS
0.854,3200,HFS
0.936,3200,HFS
0.963,3200,HFS
0.894,3200,HFS
0.953,3200,HFS
0.952,3200,HFS
0.93,3200,HFS
0.979,3200,HFS
0.965,3200,HFS
0.97,3200,HFS
0.944,3200,HFS
0.988,3200,HFS
0.934,3200,HFS
0.961,3200,HFS
0.94,3200,HFS
0.984,3200,HFS
0.95,3200,HFS
0.986,3200,HFS
0.938,3200,HFS
0.901,3200,HFS
0.974,3200,HFS
0.948,3200,HFS
0.958,3200,HFS
0.992,3200,HFS
0.94,3200,HFS
0.973,3200,HFS
0.936,3200,HFS
1.0,3200,HFS
0.939,3200,HFS
0.879,3200,HFS
0.98,3200,HFS
0.905,3200,HFS
0.896,3200,HFS
0.958,3200,HFS
0.963,3200,HFS
0.952,3200,HFS
0.935,3200,HFS
0.925,3200,HFS
0.941,3200,HFS
0.938,3200,HFS
0.973,3200,HFS
0.873,3200,HFS
0.942,3200,HFS
0.939,3200,HFS
0.947,3200,HFS
0.894,3200,HFS
0.937,3200,HFS
0.852,3200,HFS
0.939,3200,HFS
0.945,3200,HFS
0.988,3200,HFS
0.965,3200,HFS
0.896,3200,HFS
0.854,3200,HFS
0.974,3200,HFS
0.951,3200,HFS
0.956,3200,HFS
0.951,3200,HFS
0.98,3200,HFS
0.958,3200,HFS
0.951,3200,HFS
0.839,3200,HFS
0.976,3200,HFS
0.987,3200,HFS
0.945,3200,HFS
0.886,3200,HFS
0.924,3200,HFS
0.951,3200,HFS
0.983,3200,HFS
0.97,3200,HFS
0.856,3200,HFS
0.963,3200,HFS
0.973,3200,HFS
0.856,3200,HFS
0.952,3200,HFS
0.923,3200,HFS
0.951,3200,HFS
0.839,3200,HFS
0.961,3200,HFS
0.928,3200,HFS
0.852,3200,HFS
0.988,3200,HFS
0.95,3200,HFS
0.948,3200,HFS
0.81,3200,HFS
1.0,3200,HFS
0.91,3200,HFS
0.923,3200,HFS
0.946,3200,HFS
0.936,3200,HFS
0.907,3200,HFS
0.979,3200,HFS
0.946,3200,HFS
0.958,3200,HFS
0.952,3200,HFS
0.986,3200,HFS
0.966,3200,HFS
0.894,3200,HFS
1.0,3200,HFS
0.999,3200,HFS
0.946,3200,HFS
0.877,3200,HFS
0.934,3200,HFS
0.983,3200,HFS
0.947,3200,HFS
0.948,3200,HFS
0.945,3200,HFS
0.932,3200,HFS
0.945,3200,HFS
0.967,3200,HFS
0.983,3200,HFS
0.873,3200,HFS
0.947,3200,HFS
0.988,3200,HFS
0.96,3200,HFS
0.81,3200,HFS
0.896,3200,HFS
0.982,3200,HFS
0.972,3200,HFS
1.0,3200,HFS
0.823,3200,HFS
0.958,3200,HFS
0.889,3200,HFS
0.979,3200,HFS
0.956,3200,HFS
0.956,3200,HFS
0.932,3200,HFS
0.947,3200,HFS
0.936,3200,HFS
0.942,3200,HFS
0.93,3200,HFS
0.94,3200,HFS
0.924,3200,HFS
0.929,3200,HFS
0.979,3200,HFS
0.958,3200,HFS
0.84,3200,HFS
0.965,3200,HFS
0.908,3200,HFS
0.925,3200,HFS
0.919,3200,HFS
0.973,3200,HFS
0.97,3200,HFS
0.935,3200,HFS
0.924,3200,HFS
0.936,3200,HFS
0.992,3200,HFS
0.947,3200,HFS
0.928,3200,HFS
0.951,3200,HFS
0.935,3200,HFS
0.954,3200,HFS
0.898,3200,HFS
0.956,3200,HFS
0.932,3200,HFS
0.901,3200,HFS
0.916,3200,HFS
0.909,3200,HFS
0.952,3200,HFS
0.99,3200,HFS
0.92,3200,HFS
0.941,3200,HFS
0.973,3200,HFS
0.942,3200,HFS
0.947,3200,HFS
0.98,3200,HFS
0.852,3200,HFS
0.982,3200,HFS
0.95,3200,HFS
0.965,3200,HFS
0.856,3200,HFS
0.98,3200,HFS
0.915,3200,HFS
0.907,3200,HFS
0.879,3200,HFS
0.916,3200,HFS
0.974,3200,HFS
0.962,3200,HFS
0.971,3200,HFS
1.0,3200,HFS
0.9,3200,HFS
0.921,3200,HFS
0.94,3200,HFS
0.932,3200,HFS
0.944,3200,HFS
0.93,3200,HFS
0.864,3200,HFS
0.956,3200,HFS
0.934,3200,HFS
0.931,3200,HFS
0.934,3200,HFS
0.988,3200,HFS
0.941,3200,HFS
0.91,3200,HFS
0.951,3200,HFS
0.938,3200,HFS
0.952,3200,HFS
0.946,3200,HFS
0.911,3200,HFS
0.992,3200,HFS
0.964,3200,HFS
0.93,3200,HFS
0.856,3200,HFS
0.953,3200,HFS
0.998,3200,HFS
0.948,3200,HFS
0.942,3200,HFS
0.986,3200,HFS
0.932,3200,HFS
0.919,3200,HFS
0.992,3200,HFS
0.95,3200,HFS
0.956,3200,HFS
0.951,3200,HFS
0.979,3200,HFS
0.964,3200,HFS
0.972,3200,HFS
0.956,3200,HFS
0.947,3200,HFS
0.972,3200,HFS
0.97,3200,HFS
1.0,3200,HFS
0.967,3200,HFS
0.988,3200,HFS
0.97,3200,HFS
0.973,3200,HFS
0.979,3200,HFS
0.9,3200,HFS
0.992,3200,HFS
0.954,3200,HFS
0.988,3200,HFS
0.957,3200,HFS
0.931,3200,HFS
0.896,3200,HFS
1.0,3200,HFS
0.974,3200,HFS
0.938,3200,HFS
0.909,3200,HFS
0.992,3200,HFS
0.98,3200,HFS
0.928,3200,HFS
0.931,3200,HFS
0.916,3200,HFS
0.972,3200,HFS
0.879,3200,HFS
0.911,3200,HFS
0.957,3200,HFS
0.968,3200,HFS
0.906,3200,HFS
0.951,3200,HFS
0.973,3200,HFS
0.973,3200,HFS
0.954,3200,HFS
0.964,3200,HFS
0.992,3200,HFS
0.983,3200,HFS
0.856,3200,HFS
0.935,3200,HFS
0.655,3200,HFS
0.976,3200,HFS
0.942,3200,HFS
0.917,3200,HFS
0.97,3200,HFS
0.874,3200,HFS
0.927,3200,HFS
0.924,3200,HFS
0.907,3200,HFS
0.961,3200,HFS
0.839,3200,HFS
0.97,3200,HFS
0.911,3200,HFS
0.94,3200,HFS
0.947,3200,HFS
0.946,3200,HFS
0.758,3200,HFS
0.925,3200,HFS
0.907,3200,HFS
0.934,3200,HFS
0.932,3200,HFS
1.0,3200,HFS
0.932,3200,HFS
0.947,3200,HFS
0.945,3200,HFS
0.973,3200,HFS
0.84,3200,HFS
0.886,3200,HFS
0.953,3200,HFS
0.937,3200,HFS
0.858,3200,HFS
0.967,3200,HFS
0.923,3200,HFS
0.9,3200,HFS
0.916,3200,HFS
0.946,3200,HFS
0.999,3200,HFS
1.0,3200,HFS
0.934,3200,HFS
0.856,3200,HFS
0.94,3200,HFS
0.935,3200,HFS
0.94,3200,HFS
0.935,3200,HFS
0.946,3200,HFS
0.856,3200,HFS
0.928,3200,HFS
0.947,3200,HFS
0.957,3200,HFS
0.953,3200,HFS
0.97,3200,HFS
0.953,3200,HFS
0.921,3200,HFS
1.0,3200,HFS
0.977,3200,HFS
0.886,3200,HFS
0.927,3200,HFS
0.945,3200,HFS
0.967,3200,HFS
0.956,3200,HFS
1.0,3200,HFS
0.854,3200,HFS
0.948,3200,HFS
0.963,3200,HFS
0.959,3200,HFS
0.956,3200,HFS
0.928,3200,HFS
0.963,3200,HFS
0.967,3200,HFS
0.911,3200,HFS
0.924,3200,HFS
0.935,3200,HFS
0.655,3200,HFS
0.971,3200,HFS
0.957,3200,HFS
0.952,3200,HFS
0.956,3200,HFS
0.957,3200,HFS
0.896,3200,HFS
0.909,3200,HFS
0.967,3200,HFS
0.986,3200,HFS
0.874,3200,HFS
0.939,3200,HFS
0.92,3200,HFS
0.976,3200,HFS
0.968,3200,HFS
0.974,3200,HFS
0.948,3200,HFS
0.923,3200,HFS
0.936,3200,HFS
0.911,3200,HFS
0.986,3200,HFS
0.97,3200,HFS
0.992,3200,HFS
0.897,3200,HFS
0.978,3200,HFS
0.963,3200,HFS
1.0,3200,HFS
1.0,3200,HFS
0.9,3200,HFS
0.987,3200,HFS
0.856,3200,HFS
0.924,3200,HFS
0.917,3200,HFS
0.931,3200,HFS
0.971,3200,HFS
0.94,3200,HFS
0.956,3200,HFS
0.982,3200,HFS
0.959,3200,HFS
0.889,3200,HFS
0.877,3200,HFS
0.971,3200,HFS
1.0,3200,HFS
0.967,3200,HFS
0.998,3200,HFS
0.898,3200,HFS
0.839,3200,HFS
0.975,3200,HFS
0.977,3200,HFS
0.941,3200,HFS
0.963,3200,HFS
0.92,3200,HFS
0.932,3200,HFS
0.923,3200,HFS
1.0,3200,HFS
0.951,3200,HFS
0.919,3200,HFS
0.951,3200,HFS
0.94,3200,HFS
0.945,3200,HFS
0.839,3200,HFS
0.937,3200,HFS
0.971,3200,HFS
0.84,3200,HFS
0.992,3200,HFS
0.928,3200,HFS
0.97,3200,HFS
0.939,3200,HFS
0.932,3200,HFS
0.913,3200,HFS
0.94,3200,HFS
0.916,3200,HFS
0.915,3200,HFS
0.923,3200,HFS
0.938,3200,HFS
0.946,3200,HFS
0.964,3200,HFS
0.948,3200,HFS
0.937,3200,HFS
0.932,3200,HFS
0.97,3200,HFS
0.924,3200,HFS
0.908,3200,HFS
0.877,3200,HFS
0.914,3200,HFS
0.898,3200,HFS
0.948,3200,HFS
0.946,3200,HFS
0.84,3200,HFS
0.981,3200,HFS
0.94,3200,HFS
0.873,3200,HFS
0.946,3200,HFS
0.98,3200,HFS
0.923,3200,HFS
0.927,3200,HFS
0.975,3200,HFS
0.992,3200,HFS
0.946,3200,HFS
0.954,3200,HFS
0.959,3200,HFS
0.977,3200,HFS
1.0,3200,HFS
0.98,3200,HFS
0.977,3200,HFS
0.898,3200,HFS
0.948,3200,HFS
0.959,3200,HFS
0.96,3200,HFS
0.98,3200,HFS
1.0,3200,HFS
0.987,3200,HFS
0.924,3200,HFS
0.984,3200,HFS
0.945,3200,HFS
0.875,3200,HFS
0.982,3200,HFS
0.94,3200,HFS
0.954,3200,HFS
0.957,3200,HFS
0.84,3200,HFS
0.958,3200,HFS
0.906,3200,HFS
0.907,3200,HFS
0.839,3200,HFS
0.939,3200,HFS
0.915,3200,HFS
0.971,3200,HFS
0.98,3200,HFS
0.954,3200,HFS
0.986,3200,HFS
0.911,3200,HFS
0.948,3200,HFS
0.875,3200,HFS
0.947,3200,HFS
0.921,3200,HFS
0.961,3200,HFS
0.879,3200,HFS
0.973,3200,HFS
0.923,3200,HFS
0.9,3200,HFS
0.93,3200,HFS
0.956,3200,HFS
0.934,3200,HFS
0.973,3200,HFS
0.987,3200,HFS
0.95,3200,HFS
0.938,3200,HFS
0.914,3200,HFS
0.839,3200,HFS
0.84,3200,HFS
0.987,3200,HFS
0.988,3200,HFS
0.965,3200,HFS
0.894,3200,HFS
0.907,3200,HFS
0.967,3200,HFS
0.877,3200,HFS
0.923,3200,HFS
0.908,3200,HFS
0.655,3200,HFS
0.941,3200,HFS
0.945,3200,HFS
0.913,3200,HFS
1.0,3200,HFS
1.0,3200,HFS
0.992,3200,HFS
0.9,3200,HFS
0.965,3200,HFS
0.915,3200,HFS
0.973,3200,HFS
0.96,3200,HFS
0.956,3200,HFS
1.0,3200,HFS
0.758,3200,HFS
0.896,3200,HFS
0.992,3200,HFS
0.877,3200,HFS
0.939,3200,HFS
0.956,3200,HFS
0.97,3200,HFS
0.978,3200,HFS
1.0,3200,HFS
0.957,3200,HFS
0.854,3200,HFS
0.935,3200,HFS
0.936,3200,HFS
0.961,3200,HFS
0.958,3200,HFS
0.947,3200,HFS
0.94,3200,HFS
0.987,3200,HFS
0.907,3200,HFS
0.962,3200,HFS
0.956,3200,HFS
0.971,3200,HFS
0.919,3200,HFS
0.951,3200,HFS
0.974,3200,HFS
0.947,3200,HFS
0.944,3200,HFS
0.97,3200,HFS
0.927,3200,HFS
0.992,3200,HFS
0.928,3200,HFS
0.93,3200,HFS
0.992,3200,HFS
0.879,3200,HFS
0.932,3200,HFS
0.931,3200,HFS
0.987,3200,HFS
0.919,3200,HFS
0.938,3200,HFS
0.975,3200,HFS
0.982,3200,HFS
0.963,3200,HFS
0.979,3200,HFS
0.954,3200,HFS
0.9,3200,HFS
0.974,3200,HFS
0.992,3200,HFS
0.938,3200,HFS
0.942,3200,HFS
0.947,3200,HFS
0.95,3200,HFS
0.939,3200,HFS
0.974,3200,HFS
0.775,3200,HFS
0.925,3200,HFS
0.874,3200,HFS
0.959,3200,HFS
0.935,3200,HFS
0.92,3200,HFS
0.954,3200,HFS
0.931,3200,HFS
